Node,Time_bin,Avg_speed,Avg_speed_CI,Max_speed,Min_speed,Travel_time,Travel_time_CI,Flow,Boxplot_speed,Boxplot_time,Count
65336459,2,6.0,"(4.69, 6.33)",12.0,0.0,0.8500090909090908,"(0.19, 1.51)","{'(65331040, 65336459, 0)': 8, '(65287415, 65336459, 0)': 4, '(4021327373, 65336459, 0)': 4, '(65336459, 65331040, 0)': 4, '(65336459, 65287415, 0)': 2}","{'whislo': 0, 'q1': 3.5, 'med': 6.0, 'q3': 8.0, 'whishi': 12, 'fliers': []}","{'whislo': 0.05, 'q1': 0.204175, 'med': 0.40835, 'q3': 0.6749999999999999, 'whishi': 6.2833, 'fliers': [4.2, 6.2833]}",55
65336479,-1,1.0,"(-0.46, 3.03)",14.0,0.0,0.5388833333333334,"(0.27, 0.81)","{'(65336947, 65336479, 0)': 6}","{'whislo': 0, 'q1': 0.0, 'med': 0.0, 'q3': 2.0, 'whishi': 5, 'fliers': []}","{'whislo': 0.15, 'q1': 0.45415000000000005, 'med': 0.525, 'q3': 0.63335, 'whishi': 0.9333, 'fliers': [0.15, 0.9333]}",7
65336479,1,5.0,"(1.91, 8.24)",20.0,0.0,0.5833333333333333,"(0.33, 0.83)","{'(65336479, 65327408, 0)': 4, '(65336947, 65336479, 0)': 7, '(65336479, 65307356, 0)': 1}","{'whislo': 0, 'q1': 0.25, 'med': 3.5, 'q3': 7.75, 'whishi': 18, 'fliers': []}","{'whislo': 0.25, 'q1': 0.391675, 'med': 0.46665, 'q3': 0.5832999999999999, 'whishi': 1.7, 'fliers': [0.8833, 1.7]}",14
65336479,0,8.0,"(-5.91, 22.71)",22.0,0.0,0.4667,,"{'(65336947, 65336479, 0)': 1}","{'whislo': 0, 'q1': 0.0, 'med': 0.0, 'q3': 20.0, 'whishi': 22, 'fliers': []}",{'points': [0.4667]},5
65336479,2,9.0,"(6.39, 11.85)",19.0,0.0,0.4196909090909091,"(0.24, 0.6)","{'(65336947, 65336479, 0)': 7, '(65336485, 65336479, 0)': 1, '(65336479, 65327408, 0)': 3}","{'whislo': 0, 'q1': 2.0, 'med': 11.0, 'q3': 14.0, 'whishi': 19, 'fliers': []}","{'whislo': 0.0333, 'q1': 0.22499999999999998, 'med': 0.4, 'q3': 0.625, 'whishi': 0.8333, 'fliers': []}",25
65336534,-1,,,,,,,{},{'points': []},{'points': []},0
65336534,1,15.0,"(8.93, 20.4)",16.0,12.0,0.0333,,"{'(65317386, 65336534, 0)': 1}","{'points': [12, 16, 16]}",{'points': [0.0333]},3
65336534,0,15.0,"(12.46, 18.2)",16.0,14.0,,,{},"{'points': [16, 14, 16]}",{'points': []},3
65336534,2,16.0,"(12.81, 19.63)",23.0,9.0,0.0833,,"{'(65324849, 65336534, 0)': 1}","{'whislo': 9, 'q1': 15.0, 'med': 17.0, 'q3': 19.0, 'whishi': 23, 'fliers': []}",{'points': [0.0833]},9
65336583,-1,3.0,"(-35.12, 41.12)",13.0,0.0,0.1667,,"{'(65339290, 65336583, 0)': 1}","{'points': [6, 0]}",{'points': [0.1667]},2
65336583,1,8.0,"(4.01, 12.32)",25.0,0.0,0.47141428571428573,"(0.12, 0.83)","{'(65339290, 65336583, 0)': 5, '(65336583, 65339290, 0)': 1, '(65336583, 65352351, 0)': 1}","{'whislo': 0, 'q1': 0.0, 'med': 4.0, 'q3': 17.0, 'whishi': 25, 'fliers': []}","{'whislo': 0.0333, 'q1': 0.1333, 'med': 0.4833, 'q3': 0.7666999999999999, 'whishi': 0.9833, 'fliers': []}",24
65336583,0,4.0,"(-2.23, 9.37)",15.0,0.0,0.9333,,"{'(65336583, 65352351, 0)': 1}","{'whislo': 0, 'q1': 0.0, 'med': 0.0, 'q3': 5.0, 'whishi': 15, 'fliers': [15]}",{'points': [0.9333]},7
65336583,2,10.0,"(7.65, 12.0)",26.0,0.0,0.3243615384615384,"(0.16, 0.49)","{'(65336583, 65339290, 0)': 2, '(65339290, 65336583, 0)': 4, '(65336583, 65352351, 0)': 3, '(65352351, 65336583, 0)': 4}","{'whislo': 0, 'q1': 0.0, 'med': 10.0, 'q3': 16.0, 'whishi': 26, 'fliers': []}","{'whislo': 0.0333, 'q1': 0.05, 'med': 0.3333, 'q3': 0.5667, 'whishi': 0.8167, 'fliers': []}",63
65336675,3,8.0,"(0.08, 15.52)",16.0,1.0,,,{},"{'whislo': 1, 'q1': 3.0, 'med': 7.0, 'q3': 12.0, 'whishi': 16, 'fliers': []}",{'points': []},5
65336713,-1,13.0,,13.0,13.0,,,{},{'points': [13]},{'points': []},1
65336713,1,12.0,"(8.31, 15.12)",18.0,7.0,0.2833333333333333,"(-0.25, 0.82)","{'(65336713, 65313365, 0)': 3}","{'whislo': 7, 'q1': 9.5, 'med': 12.0, 'q3': 13.0, 'whishi': 18, 'fliers': []}","{'points': [0.5, 0.0667, 0.2833]}",7
65336713,0,9.0,"(3.1, 15.4)",13.0,4.0,,,{},"{'whislo': 4, 'q1': 7.75, 'med': 10.0, 'q3': 11.5, 'whishi': 13, 'fliers': []}",{'points': []},4
65336713,2,10.0,"(8.2, 12.18)",18.0,0.0,0.03333333333333333,"(-0.01, 0.07)","{'(65336713, 65313365, 0)': 2, '(65313365, 65336713, 0)': 1}","{'whislo': 0, 'q1': 9.0, 'med': 11.0, 'q3': 14.0, 'whishi': 16, 'fliers': [0, 0]}","{'points': [0.0333, 0.0167, 0.05]}",21
65336831,-1,,,,,,,{},{'points': []},{'points': []},0
65336831,1,,,,,,,{},{'points': []},{'points': []},0
65336831,0,6.0,"(-64.38, 75.38)",11.0,0.0,,,{},"{'points': [0, 11]}",{'points': []},2
65336831,2,9.0,"(2.75, 16.0)",18.0,0.0,,,{},"{'whislo': 0, 'q1': 2.25, 'med': 10.5, 'q3': 15.75, 'whishi': 18, 'fliers': []}",{'points': []},8
65336865,-1,12.0,"(3.85, 20.55)",22.0,4.0,,,{},"{'whislo': 4, 'q1': 10.0, 'med': 10.0, 'q3': 15.0, 'whishi': 22, 'fliers': []}",{'points': []},5
65336865,1,9.0,"(6.28, 11.65)",23.0,0.0,0.160425,"(0.01, 0.31)","{'(65301525, 65336865, 0)': 3, '(6910182909, 65336865, 0)': 2, '(65336865, 65301525, 0)': 2, '(65336865, 6910182909, 0)': 1}","{'whislo': 0, 'q1': 2.25, 'med': 10.0, 'q3': 14.5, 'whishi': 22, 'fliers': []}","{'whislo': 0.0167, 'q1': 0.05, 'med': 0.0917, 'q3': 0.19165, 'whishi': 0.5833, 'fliers': [0.5833]}",30
65336865,0,7.0,"(1.84, 11.71)",14.0,0.0,,,{},"{'whislo': 0, 'q1': 0.0, 'med': 8.0, 'q3': 13.0, 'whishi': 14, 'fliers': []}",{'points': []},9
65336865,2,6.0,"(4.52, 7.6)",24.0,0.0,0.269847619047619,"(0.17, 0.37)","{'(6910182909, 65336865, 0)': 3, '(65301525, 65336865, 0)': 7, '(65336865, 65301525, 0)': 2, '(65336865, 6910182909, 0)': 7, '(65336865, 65287251, 0)': 1, '(65287251, 65336865, 0)': 1}","{'whislo': 0, 'q1': 0.0, 'med': 5.0, 'q3': 9.75, 'whishi': 24, 'fliers': []}","{'whislo': 0.0167, 'q1': 0.1333, 'med': 0.2, 'q3': 0.3667, 'whishi': 0.8667, 'fliers': [0.8667]}",66
65336914,3,6.0,"(-70.24, 82.24)",12.0,0.0,0.1667,,"{'(65336914, 65365195, 0)': 1}","{'points': [0, 12]}",{'points': [0.1667]},2
65336921,-1,,,,,,,{},{'points': []},{'points': []},0
65336921,1,,,,,,,{},{'points': []},{'points': []},0
65336921,0,12.0,"(6.09, 18.31)",18.0,6.0,0.15,,"{'(4019294261, 65336921, 0)': 1}","{'whislo': 6, 'q1': 9.0, 'med': 12.0, 'q3': 16.0, 'whishi': 18, 'fliers': []}",{'points': [0.15]},5
65336921,2,11.0,"(8.4, 13.39)",21.0,0.0,0.10333999999999999,"(0.02, 0.19)","{'(65339516, 65336921, 0)': 1, '(65336921, 65339516, 0)': 4}","{'whislo': 2, 'q1': 7.0, 'med': 11.0, 'q3': 14.5, 'whishi': 21, 'fliers': []}","{'whislo': 0.05, 'q1': 0.0667, 'med': 0.0833, 'q3': 0.1, 'whishi': 0.2167, 'fliers': [0.2167]}",19
65336924,-1,,,,,,,{},{'points': []},{'points': []},0
65336924,1,6.0,,6.0,6.0,,,{},{'points': [6]},{'points': []},1
65336924,0,5.0,"(-45.82, 55.82)",9.0,1.0,,,{},"{'points': [1, 9]}",{'points': []},2
65336924,2,8.0,"(4.01, 12.16)",18.0,0.0,0.1167,,"{'(65352255, 65336924, 0)': 1}","{'whislo': 0, 'q1': 2.5, 'med': 8.5, 'q3': 14.0, 'whishi': 18, 'fliers': []}",{'points': [0.1167]},12
65336941,-1,1.0,"(-1.25, 3.25)",5.0,0.0,4.0,,"{'(65336941, 65324593, 0)': 1}","{'whislo': 0, 'q1': 0.0, 'med': 0.5, 'q3': 1.5, 'whishi': 3, 'fliers': []}",{'points': [4.0]},4
65336941,1,7.0,"(2.17, 12.27)",16.0,0.0,2.1867,"(-0.59, 4.96)","{'(65336941, 65324593, 0)': 5}","{'whislo': 0, 'q1': 2.0, 'med': 6.0, 'q3': 13.0, 'whishi': 16, 'fliers': []}","{'whislo': 0.1167, 'q1': 0.4167, 'med': 1.6167, 'q3': 3.2667, 'whishi': 5.5167, 'fliers': []}",9
65336941,0,8.0,"(-0.46, 15.46)",10.0,0.0,0.11665,"(-0.73, 0.96)","{'(65327408, 65336941, 0)': 1, '(65336941, 65324593, 0)': 1}","{'whislo': 0, 'q1': 7.5, 'med': 10.0, 'q3': 10.0, 'whishi': 10, 'fliers': [0]}","{'points': [0.05, 0.1833]}",4
65336941,2,4.0,"(2.04, 6.22)",15.0,0.0,3.477385714285714,"(2.05, 4.91)","{'(65336941, 65324593, 0)': 13, '(65336941, 65307352, 0)': 1}","{'whislo': 0, 'q1': 0.0, 'med': 1.0, 'q3': 8.0, 'whishi': 15, 'fliers': []}","{'whislo': 0.0167, 'q1': 1.3667, 'med': 3.8333000000000004, 'q3': 5.1708, 'whishi': 8.0, 'fliers': []}",23
65336947,-1,17.0,"(-8.41, 42.41)",19.0,15.0,,,{},"{'points': [19, 15]}",{'points': []},2
65336947,1,8.0,"(0.06, 15.94)",17.0,0.0,0.6583,"(-0.93, 2.25)","{'(65336950, 65336947, 0)': 2}","{'whislo': 0, 'q1': 1.0, 'med': 8.5, 'q3': 13.75, 'whishi': 17, 'fliers': []}","{'points': [0.5333, 0.7833]}",6
65336947,0,12.0,"(-1.69, 25.69)",21.0,0.0,0.50835,"(-5.74, 6.76)","{'(65336950, 65336947, 0)': 1, '(65336947, 65336479, 0)': 1}","{'whislo': 1, 'q1': 7.75, 'med': 13.0, 'q3': 17.25, 'whishi': 21, 'fliers': []}","{'points': [0.0167, 1.0]}",4
65336947,2,8.0,"(5.05, 10.01)",16.0,0.0,0.37665999999999994,"(-0.05, 0.8)","{'(65336950, 65336947, 0)': 2, '(65336947, 65336479, 0)': 1, '(65336947, 65356180, 0)': 2}","{'whislo': 0, 'q1': 6.0, 'med': 8.0, 'q3': 11.0, 'whishi': 14, 'fliers': []}","{'whislo': 0.0833, 'q1': 0.15, 'med': 0.25, 'q3': 0.4667, 'whishi': 0.9333, 'fliers': []}",17
65336950,-1,18.0,"(12.15, 24.85)",19.0,18.0,,,{},"{'points': [19, 18]}",{'points': []},2
65336950,1,20.0,"(11.39, 28.61)",24.0,18.0,,,{},"{'points': [18, 18, 24]}",{'points': []},3
65336950,0,15.0,"(-35.82, 65.82)",19.0,11.0,,,{},"{'points': [19, 11]}",{'points': []},2
65336950,2,14.0,"(12.28, 16.38)",19.0,8.0,0.2,,"{'(65356183, 65336950, 0)': 1}","{'whislo': 8, 'q1': 12.75, 'med': 14.0, 'q3': 17.0, 'whishi': 19, 'fliers': []}",{'points': [0.2]},12
65336953,-1,13.0,"(2.99, 23.51)",19.0,0.0,0.59165,"(-2.48, 3.66)","{'(65336956, 65336953, 0)': 1, '(65356185, 65336953, 0)': 1}","{'whislo': 4, 'q1': 12.25, 'med': 15.0, 'q3': 16.0, 'whishi': 19, 'fliers': [4]}","{'points': [0.8333, 0.35]}",4
65336953,1,3.0,"(-1.28, 7.28)",15.0,0.0,0.45998,"(0.06, 0.86)","{'(65336956, 65336953, 0)': 4, '(65336953, 65305827, 0)': 1}","{'whislo': 0, 'q1': 0.0, 'med': 0.0, 'q3': 2.0, 'whishi': 15, 'fliers': [15, 10]}","{'whislo': 0.0333, 'q1': 0.3, 'med': 0.4333, 'q3': 0.65, 'whishi': 0.8833, 'fliers': []}",9
65336953,0,4.0,"(0.47, 7.03)",9.0,0.0,0.35835,"(-2.29, 3.01)","{'(65336956, 65336953, 0)': 1, '(65336953, 65305827, 0)': 1}","{'whislo': 0, 'q1': 0.0, 'med': 3.0, 'q3': 7.25, 'whishi': 9, 'fliers': []}","{'points': [0.5667, 0.15]}",8
65336953,2,4.0,"(2.0, 6.74)",19.0,0.0,0.9899999999999999,"(0.54, 1.44)","{'(65336953, 65305827, 0)': 6, '(65336953, 65373233, 0)': 1, '(65336956, 65336953, 0)': 3}","{'whislo': 0, 'q1': 0.0, 'med': 0.0, 'q3': 8.0, 'whishi': 19, 'fliers': []}","{'whislo': 0.1, 'q1': 0.5125, 'med': 1.0833, 'q3': 1.5417, 'whishi': 1.7833, 'fliers': []}",27
65336956,-1,8.0,"(-9.91, 25.91)",14.0,0.0,,,{},"{'points': [0, 14, 10]}",{'points': []},3
65336956,1,7.0,"(2.6, 12.26)",14.0,0.0,,,{},"{'whislo': 0, 'q1': 4.0, 'med': 8.0, 'q3': 11.0, 'whishi': 14, 'fliers': []}",{'points': []},7
65336956,0,12.0,,13.0,12.0,0.0833,,"{'(65336956, 65336953, 0)': 1}",{'points': [12]},{'points': [0.0833]},1
65336956,2,8.0,"(3.21, 12.19)",15.0,0.0,0.9167,,"{'(65336956, 65336953, 0)': 1}","{'whislo': 0, 'q1': 1.0, 'med': 9.0, 'q3': 13.25, 'whishi': 15, 'fliers': []}",{'points': [0.9167]},10
65336959,-1,10.0,"(4.29, 15.71)",17.0,4.0,,,{},"{'whislo': 4, 'q1': 5.25, 'med': 10.0, 'q3': 14.0, 'whishi': 17, 'fliers': []}",{'points': []},6
65336959,1,11.0,"(5.74, 15.4)",18.0,2.0,,,{},"{'whislo': 2, 'q1': 8.0, 'med': 11.0, 'q3': 13.5, 'whishi': 18, 'fliers': []}",{'points': []},7
65336959,0,14.0,,14.0,14.0,0.0333,,"{'(65336961, 65336959, 0)': 1}",{'points': [14]},{'points': [0.0333]},1
65336959,2,11.0,"(7.79, 14.67)",21.0,0.0,0.4333,"(-0.84, 1.7)","{'(65357118, 65336959, 0)': 1, '(65336961, 65336959, 0)': 1}","{'whislo': 5, 'q1': 8.0, 'med': 10.0, 'q3': 13.0, 'whishi': 21, 'fliers': [21, 21]}","{'points': [0.5333, 0.3333]}",13
65336961,-1,6.0,"(1.71, 9.29)",12.0,0.0,0.529175,"(-0.22, 1.28)","{'(65336961, 65336959, 0)': 2, '(65332833, 65336961, 0)': 1, '(65336961, 65307376, 0)': 1}","{'whislo': 0, 'q1': 2.25, 'med': 5.0, 'q3': 9.25, 'whishi': 12, 'fliers': []}","{'whislo': 0.2167, 'q1': 0.279175, 'med': 0.33335000000000004, 'q3': 0.58335, 'whishi': 1.2333, 'fliers': [1.2333]}",8
65336961,1,3.0,"(1.29, 4.24)",12.0,0.0,0.8303090909090909,"(0.5, 1.16)","{'(65336961, 65336959, 0)': 8, '(65332833, 65336961, 0)': 1, '(65336961, 65371298, 0)': 1, '(65336961, 65307376, 0)': 1}","{'whislo': 0, 'q1': 0.0, 'med': 2.0, 'q3': 4.0, 'whishi': 10, 'fliers': []}","{'whislo': 0.1167, 'q1': 0.43335, 'med': 1.0, 'q3': 1.1416499999999998, 'whishi': 1.6333, 'fliers': []}",21
65336961,0,5.0,"(2.76, 7.24)",12.0,0.0,0.21833,"(0.1, 0.34)","{'(65336961, 65336959, 0)': 4, '(65371298, 65336961, 0)': 1, '(65336961, 65307376, 0)': 3, '(65332833, 65336961, 0)': 2}","{'whislo': 0, 'q1': 0.0, 'med': 4.0, 'q3': 9.0, 'whishi': 12, 'fliers': []}","{'whislo': 0.0333, 'q1': 0.09165, 'med': 0.19165, 'q3': 0.287525, 'whishi': 0.5, 'fliers': []}",16
65336961,2,4.0,"(2.63, 4.57)",16.0,0.0,0.8133275,"(0.61, 1.02)","{'(65336961, 65336959, 0)': 18, '(65336961, 65307376, 0)': 9, '(65336961, 65371298, 0)': 5, '(65307376, 65336961, 0)': 1, '(65371298, 65336961, 0)': 1, '(65332833, 65336961, 0)': 6}","{'whislo': 0, 'q1': 0.0, 'med': 3.0, 'q3': 5.0, 'whishi': 16, 'fliers': [16, 13]}","{'whislo': 0.0333, 'q1': 0.25834999999999997, 'med': 0.79165, 'q3': 1.1583, 'whishi': 2.5833, 'fliers': [2.5833]}",65
65336974,-1,9.0,"(-1.55, 19.55)",16.0,0.0,,,{},"{'whislo': 0, 'q1': 7.5, 'med': 10.0, 'q3': 11.5, 'whishi': 16, 'fliers': [0]}",{'points': []},4
65336974,1,4.0,"(2.11, 6.81)",13.0,0.0,0.5222,"(-0.16, 1.21)","{'(65336974, 65335358, 0)': 3}","{'whislo': 0, 'q1': 2.0, 'med': 3.0, 'q3': 8.0, 'whishi': 11, 'fliers': []}","{'points': [0.2333, 0.7833, 0.55]}",13
65336974,0,6.0,"(4.34, 8.33)",10.0,0.0,0.25,"(-0.01, 0.51)","{'(65336974, 65335358, 0)': 3, '(65336976, 65336974, 0)': 1}","{'whislo': 2, 'q1': 5.0, 'med': 6.0, 'q3': 9.0, 'whishi': 10, 'fliers': []}","{'whislo': 0.05, 'q1': 0.175025, 'med': 0.25, 'q3': 0.324975, 'whishi': 0.45, 'fliers': []}",9
65336974,2,4.0,"(1.92, 5.72)",14.0,0.0,0.183325,"(-0.04, 0.41)","{'(65336974, 65335358, 0)': 4}","{'whislo': 0, 'q1': 0.0, 'med': 3.0, 'q3': 6.0, 'whishi': 11, 'fliers': []}","{'whislo': 0.0167, 'q1': 0.10414999999999999, 'med': 0.18330000000000002, 'q3': 0.262475, 'whishi': 0.35, 'fliers': []}",17
65336976,-1,9.0,"(1.55, 16.45)",12.0,6.0,,,{},"{'points': [9, 12, 6]}",{'points': []},3
65336976,1,7.0,"(3.57, 9.82)",16.0,0.0,0.1,,"{'(65336987, 65336976, 0)': 1}","{'whislo': 0, 'q1': 2.0, 'med': 6.0, 'q3': 11.0, 'whishi': 16, 'fliers': []}",{'points': [0.1]},13
65336976,0,7.0,,14.0,0.0,0.5667,,"{'(65336987, 65336976, 0)': 1}",{'points': [7]},{'points': [0.5667]},1
65336976,2,5.0,"(3.16, 7.45)",17.0,0.0,0.3611,"(0.13, 0.59)","{'(65336987, 65336976, 0)': 4, '(65365835, 65336976, 0)': 1, '(65336976, 65336974, 0)': 1}","{'whislo': 0, 'q1': 0.0, 'med': 6.0, 'q3': 8.0, 'whishi': 17, 'fliers': []}","{'whislo': 0.0833, 'q1': 0.19165000000000001, 'med': 0.375, 'q3': 0.545825, 'whishi': 0.6, 'fliers': []}",23
65336987,-1,8.0,"(0.76, 15.24)",19.0,0.0,0.21109999999999998,"(-0.16, 0.58)","{'(65336987, 65336976, 0)': 1, '(65336993, 65336987, 0)': 2}","{'whislo': 2, 'q1': 4.0, 'med': 6.0, 'q3': 12.0, 'whishi': 16, 'fliers': []}","{'points': [0.1167, 0.3833, 0.1333]}",5
65336987,1,6.0,"(2.12, 9.48)",14.0,0.0,0.40415,"(-0.22, 1.03)","{'(65336993, 65336987, 0)': 4}","{'whislo': 0, 'q1': 0.5, 'med': 6.0, 'q3': 11.0, 'whishi': 12, 'fliers': []}","{'whislo': 0.1333, 'q1': 0.19585, 'med': 0.25, 'q3': 0.4583, 'whishi': 0.9833, 'fliers': [0.9833]}",10
65336987,0,7.0,"(2.03, 11.72)",18.0,0.0,0.45003333333333334,"(-0.43, 1.33)","{'(65336993, 65336987, 0)': 2, '(65336987, 65336976, 0)': 1}","{'whislo': 0, 'q1': 1.75, 'med': 7.5, 'q3': 9.5, 'whishi': 17, 'fliers': []}","{'points': [0.5167, 0.0667, 0.7667]}",8
65336987,2,8.0,"(5.1, 9.9)",18.0,0.0,0.3889,"(-0.06, 0.84)","{'(65336993, 65336987, 0)': 4, '(65336987, 65336976, 0)': 1, '(65362171, 65336987, 0)': 1}","{'whislo': 0, 'q1': 2.75, 'med': 6.5, 'q3': 12.25, 'whishi': 18, 'fliers': []}","{'whislo': 0.05, 'q1': 0.12919999999999998, 'med': 0.2167, 'q3': 0.479175, 'whishi': 1.1833, 'fliers': [1.1833]}",24
65336993,-1,5.0,"(-14.4, 24.4)",14.0,0.0,,,{},"{'points': [0, 1, 14]}",{'points': []},3
65336993,1,7.0,"(2.65, 10.46)",14.0,0.0,0.275,"(-1.74, 2.29)","{'(65336999, 65336993, 0)': 2}","{'whislo': 0, 'q1': 4.0, 'med': 6.0, 'q3': 8.0, 'whishi': 14, 'fliers': []}","{'points': [0.1167, 0.4333]}",9
65336993,0,6.0,"(-1.06, 13.46)",15.0,0.0,0.0667,,"{'(65336999, 65336993, 0)': 1}","{'whislo': 0, 'q1': 2.0, 'med': 6.0, 'q3': 8.0, 'whishi': 15, 'fliers': []}",{'points': [0.0667]},5
65336993,2,5.0,"(2.73, 6.47)",14.0,0.0,0.27707499999999996,"(0.02, 0.53)","{'(65336993, 65336987, 0)': 1, '(65336999, 65336993, 0)': 7}","{'whislo': 0, 'q1': 0.0, 'med': 4.0, 'q3': 9.0, 'whishi': 13, 'fliers': []}","{'whislo': 0.0333, 'q1': 0.125, 'med': 0.2333, 'q3': 0.254175, 'whishi': 1.0, 'fliers': [1.0]}",25
65336999,-1,8.0,"(5.22, 9.78)",20.0,0.0,0.270825,"(0.17, 0.37)","{'(65327171, 65336999, 0)': 2, '(65336999, 65336993, 0)': 2}","{'whislo': 4, 'q1': 5.75, 'med': 7.0, 'q3': 9.25, 'whishi': 12, 'fliers': []}","{'whislo': 0.1833, 'q1': 0.24584999999999999, 'med': 0.28335, 'q3': 0.30832499999999996, 'whishi': 0.3333, 'fliers': []}",8
65336999,1,8.0,"(5.97, 10.91)",20.0,0.0,0.40667,"(0.26, 0.56)","{'(65336999, 65336993, 0)': 5, '(65327171, 65336999, 0)': 5}","{'whislo': 2, 'q1': 4.75, 'med': 8.5, 'q3': 11.25, 'whishi': 20, 'fliers': []}","{'whislo': 0.1667, 'q1': 0.24165, 'med': 0.33335000000000004, 'q3': 0.5999749999999999, 'whishi': 0.7167, 'fliers': []}",16
65336999,0,8.0,"(5.09, 10.24)",13.0,1.0,0.4277666666666667,"(0.2, 0.66)","{'(65336999, 65336993, 0)': 2, '(65327171, 65336999, 0)': 1}","{'whislo': 1, 'q1': 6.0, 'med': 8.0, 'q3': 10.0, 'whishi': 12, 'fliers': []}","{'points': [0.3833, 0.5333, 0.3667]}",9
65336999,2,7.0,"(5.7, 7.81)",17.0,0.0,0.37869444444444444,"(0.29, 0.47)","{'(65327171, 65336999, 0)': 13, '(65336999, 65336993, 0)': 5}","{'whislo': 0, 'q1': 4.0, 'med': 7.0, 'q3': 9.0, 'whishi': 14, 'fliers': []}","{'whislo': 0.1833, 'q1': 0.2333, 'med': 0.3, 'q3': 0.495825, 'whishi': 0.8167, 'fliers': []}",37
65337001,-1,4.0,"(-2.19, 11.19)",9.0,0.0,,,{},"{'whislo': 0, 'q1': 1.5, 'med': 4.5, 'q3': 7.5, 'whishi': 9, 'fliers': []}",{'points': []},4
65337001,1,5.0,"(1.38, 9.29)",13.0,0.0,,,{},"{'whislo': 0, 'q1': 0.0, 'med': 5.0, 'q3': 10.0, 'whishi': 13, 'fliers': []}",{'points': []},9
65337001,0,2.0,"(-2.64, 7.04)",9.0,0.0,0.0667,,"{'(65337003, 65337001, 0)': 1}","{'whislo': 0, 'q1': 0.0, 'med': 0.0, 'q3': 2.0, 'whishi': 9, 'fliers': [9]}",{'points': [0.0667]},5
65337001,2,4.0,"(2.07, 6.27)",12.0,0.0,0.3222333333333333,"(-0.13, 0.78)","{'(65337001, 65337003, 0)': 2, '(65337003, 65337001, 0)': 1}","{'whislo': 0, 'q1': 0.0, 'med': 0.0, 'q3': 9.5, 'whishi': 12, 'fliers': []}","{'points': [0.3833, 0.1167, 0.4667]}",23
65337003,-1,0.0,"(0.0, 0.0)",0.0,0.0,0.23750000000000002,"(0.06, 0.41)","{'(371239915, 65337003, 0)': 2, '(65337003, 371239915, 0)': 2}","{'whislo': 0, 'q1': 0.0, 'med': 0.0, 'q3': 0.0, 'whishi': 0, 'fliers': []}","{'whislo': 0.1167, 'q1': 0.16665, 'med': 0.2333, 'q3': 0.30415000000000003, 'whishi': 0.3667, 'fliers': []}",8
65337003,1,4.0,"(1.61, 7.11)",16.0,0.0,0.20665999999999998,"(0.06, 0.35)","{'(65337003, 65337001, 0)': 3, '(65337001, 65337003, 0)': 1, '(65337003, 371239915, 0)': 1}","{'whislo': 0, 'q1': 0.0, 'med': 3.0, 'q3': 7.5, 'whishi': 14, 'fliers': []}","{'whislo': 0.1, 'q1': 0.1, 'med': 0.2, 'q3': 0.25, 'whishi': 0.3833, 'fliers': []}",14
65337003,0,2.0,"(-3.55, 7.55)",10.0,0.0,0.075,"(-0.45, 0.6)","{'(65337003, 371239915, 0)': 2}","{'whislo': 0, 'q1': 0.0, 'med': 0.0, 'q3': 0.0, 'whishi': 10, 'fliers': [10]}","{'points': [0.1167, 0.0333]}",5
65337003,2,5.0,"(3.26, 7.43)",19.0,0.0,0.4088866666666667,"(0.22, 0.6)","{'(65337003, 65337001, 0)': 4, '(6710688121, 65337003, 0)': 1, '(65337003, 371239915, 0)': 5, '(65337001, 65337003, 0)': 3, '(371239915, 65337003, 0)': 2}","{'whislo': 0, 'q1': 0.0, 'med': 4.0, 'q3': 10.0, 'whishi': 15, 'fliers': []}","{'whislo': 0.0333, 'q1': 0.15835, 'med': 0.2667, 'q3': 0.55, 'whishi': 1.1, 'fliers': []}",29
65337038,-1,,,,,,,{},{'points': []},{'points': []},0
65337038,1,6.0,"(-1.19, 12.19)",11.0,1.0,,,{},"{'whislo': 1, 'q1': 3.25, 'med': 5.0, 'q3': 7.25, 'whishi': 11, 'fliers': []}",{'points': []},4
65337038,0,9.0,"(1.08, 16.26)",12.0,6.0,,,{},"{'points': [6, 12, 8]}",{'points': []},3
65337038,2,8.0,"(5.79, 10.21)",13.0,0.0,0.3083,"(-1.28, 1.9)","{'(2642129716, 65337038, 0)': 1, '(65367378, 65337038, 0)': 1}","{'whislo': 0, 'q1': 5.75, 'med': 8.0, 'q3': 11.0, 'whishi': 13, 'fliers': []}","{'points': [0.1833, 0.4333]}",16
65337066,-1,,,,,,,{},{'points': []},{'points': []},0
65337066,1,9.0,"(0.62, 17.38)",17.0,2.0,0.1,,"{'(65337066, 65362744, 0)': 1}","{'whislo': 2, 'q1': 2.0, 'med': 11.0, 'q3': 13.0, 'whishi': 17, 'fliers': []}",{'points': [0.1]},5
65337066,0,10.0,"(-46.68, 67.68)",15.0,6.0,,,{},"{'points': [6, 15]}",{'points': []},2
65337066,2,7.0,"(4.18, 10.35)",17.0,0.0,0.5250166666666667,"(0.26, 0.79)","{'(65362744, 65337066, 0)': 1, '(65337066, 2642129714, 0)': 3, '(2642129714, 65337066, 0)': 1, '(65337066, 65362744, 0)': 1}","{'whislo': 0, 'q1': 1.0, 'med': 8.0, 'q3': 11.5, 'whishi': 15, 'fliers': []}","{'whislo': 0.1167, 'q1': 0.3917, 'med': 0.6333500000000001, 'q3': 0.662525, 'whishi': 0.7833, 'fliers': []}",15
