Node,Time_bin,Avg_speed,Avg_speed_CI,Max_speed,Min_speed,Travel_time,Travel_time_CI,Flow,Boxplot_speed,Boxplot_time,Count
65296334,-1,20.0,"(13.15, 25.85)",20.0,19.0,,,{},"{'points': [20, 19]}",{'points': []},2
65296334,1,18.0,,18.0,18.0,,,{},{'points': [18]},{'points': []},1
65296334,0,6.0,"(2.23, 9.07)",19.0,0.0,0.18334,"(0.06, 0.3)","{'(65296334, 65296337, 0)': 1, '(65296333, 65296334, 0)': 3, '(65296334, 2800130439, 0)': 1}","{'whislo': 0, 'q1': 0.0, 'med': 1.0, 'q3': 10.0, 'whishi': 19, 'fliers': []}","{'whislo': 0.0833, 'q1': 0.1167, 'med': 0.1667, 'q3': 0.2167, 'whishi': 0.3333, 'fliers': []}",17
65296334,2,6.0,"(4.38, 8.07)",18.0,0.0,0.23999,"(0.11, 0.37)","{'(65296334, 65296337, 0)': 6, '(65296333, 65296334, 0)': 2, '(65296337, 65296334, 0)': 1, '(65296334, 65296333, 0)': 1}","{'whislo': 0, 'q1': 0.0, 'med': 7.0, 'q3': 12.0, 'whishi': 18, 'fliers': []}","{'whislo': 0.05, 'q1': 0.08335, 'med': 0.21665, 'q3': 0.3083, 'whishi': 0.5833, 'fliers': []}",45
65296337,-1,12.0,"(6.5, 17.1)",18.0,8.0,,,{},"{'whislo': 8, 'q1': 8.0, 'med': 11.0, 'q3': 14.0, 'whishi': 18, 'fliers': []}",{'points': []},5
65296337,1,,,,,,,{},{'points': []},{'points': []},0
65296337,0,12.0,"(9.61, 14.21)",18.0,8.0,,,{},"{'whislo': 8, 'q1': 9.0, 'med': 13.0, 'q3': 14.0, 'whishi': 18, 'fliers': []}",{'points': []},11
65296337,2,12.0,"(11.04, 13.22)",21.0,6.0,0.2285714285714286,"(-0.0, 0.46)","{'(65296340, 65296337, 0)': 1, '(65296337, 65296334, 0)': 2, '(65296334, 65296337, 0)': 1, '(65296337, 65296340, 0)': 3}","{'whislo': 6, 'q1': 11.0, 'med': 12.0, 'q3': 13.5, 'whishi': 21, 'fliers': [6, 21]}","{'whislo': 0.0167, 'q1': 0.05, 'med': 0.2, 'q3': 0.275, 'whishi': 0.7333, 'fliers': [0.7333]}",31
65296340,-1,7.0,"(1.0, 13.34)",14.0,0.0,,,{},"{'whislo': 0, 'q1': 2.0, 'med': 9.0, 'q3': 10.75, 'whishi': 14, 'fliers': []}",{'points': []},6
65296340,1,1.0,"(-1.48, 3.48)",2.0,0.0,,,{},"{'points': [0, 1, 2]}",{'points': []},3
65296340,0,7.0,"(5.76, 9.07)",12.0,0.0,0.1333,,"{'(65296340, 65296343, 0)': 1}","{'whislo': 0, 'q1': 7.0, 'med': 8.0, 'q3': 9.0, 'whishi': 12, 'fliers': [0, 0]}",{'points': [0.1333]},17
65296340,2,8.0,"(7.26, 9.63)",19.0,0.0,0.5357142857142857,"(0.25, 0.82)","{'(65296343, 65296340, 0)': 1, '(65296340, 65296343, 0)': 4, '(65296340, 65296337, 0)': 2}","{'whislo': 0, 'q1': 6.25, 'med': 8.0, 'q3': 10.0, 'whishi': 15, 'fliers': [0]}","{'whislo': 0.0667, 'q1': 0.36665000000000003, 'med': 0.5167, 'q3': 0.76665, 'whishi': 0.9, 'fliers': []}",34
65296343,-1,3.0,"(-0.51, 6.18)",9.0,0.0,0.0333,,"{'(65296346, 65296343, 0)': 1}","{'whislo': 0, 'q1': 0.25, 'med': 2.0, 'q3': 4.5, 'whishi': 8, 'fliers': []}",{'points': [0.0333]},6
65296343,1,5.0,"(-9.46, 18.79)",11.0,0.0,,,{},"{'points': [11, 0, 3]}",{'points': []},3
65296343,0,6.0,"(4.76, 7.93)",14.0,0.0,0.29,"(-0.08, 0.66)","{'(65296346, 65296343, 0)': 1, '(65296343, 65296346, 0)': 2, '(65296340, 65296343, 0)': 2}","{'whislo': 0, 'q1': 4.25, 'med': 6.0, 'q3': 9.0, 'whishi': 14, 'fliers': []}","{'whislo': 0.0333, 'q1': 0.1167, 'med': 0.2, 'q3': 0.3, 'whishi': 0.8, 'fliers': [0.8]}",26
65296343,2,7.0,"(5.53, 7.64)",16.0,0.0,0.3173913043478261,"(0.18, 0.45)","{'(65296340, 65296343, 0)': 6, '(65296343, 65296340, 0)': 5, '(65296343, 65296346, 0)': 12}","{'whislo': 0, 'q1': 4.0, 'med': 6.0, 'q3': 10.0, 'whishi': 15, 'fliers': []}","{'whislo': 0.0333, 'q1': 0.15835, 'med': 0.2667, 'q3': 0.34165, 'whishi': 1.5, 'fliers': [0.6667, 0.6833, 1.5]}",53
65296346,-1,6.0,"(-5.68, 18.18)",15.0,0.0,,,{},"{'whislo': 0, 'q1': 0.0, 'med': 5.0, 'q3': 11.25, 'whishi': 15, 'fliers': []}",{'points': []},4
65296346,1,0.0,,0.0,0.0,,,{},{'points': [0]},{'points': []},1
65296346,0,3.0,"(1.29, 5.27)",20.0,0.0,0.5533399999999999,"(0.03, 1.08)","{'(65296348, 65296346, 0)': 2, '(65296346, 65296348, 0)': 3}","{'whislo': 0, 'q1': 0.0, 'med': 0.0, 'q3': 6.0, 'whishi': 20, 'fliers': [20]}","{'whislo': 0.1167, 'q1': 0.2167, 'med': 0.4333, 'q3': 1.0, 'whishi': 1.0, 'fliers': []}",25
65296346,2,3.0,"(2.12, 4.13)",15.0,0.0,0.6666655172413793,"(0.48, 0.86)","{'(65296346, 1000699966, 0)': 1, '(65296343, 65296346, 0)': 6, '(65296346, 65296348, 0)': 17, '(65296348, 65296346, 0)': 5}","{'whislo': 0, 'q1': 0.0, 'med': 1.0, 'q3': 5.0, 'whishi': 15, 'fliers': [13, 15, 13]}","{'whislo': 0.0333, 'q1': 0.3, 'med': 0.5333, 'q3': 0.9667, 'whishi': 2.2333, 'fliers': [2.2333]}",65
65296348,-1,10.0,"(3.09, 16.51)",17.0,3.0,,,{},"{'whislo': 3, 'q1': 7.0, 'med': 9.0, 'q3': 13.0, 'whishi': 17, 'fliers': []}",{'points': []},5
65296348,1,9.0,,9.0,9.0,,,{},{'points': [9]},{'points': []},1
65296348,0,9.0,"(6.06, 12.54)",15.0,3.0,,,{},"{'whislo': 3, 'q1': 6.25, 'med': 9.0, 'q3': 13.75, 'whishi': 15, 'fliers': []}",{'points': []},10
65296348,2,10.0,"(7.67, 11.59)",18.0,0.0,0.275,"(-2.8, 3.35)","{'(65296348, 65288875, 0)': 1, '(65296346, 65296348, 0)': 1}","{'whislo': 0, 'q1': 5.5, 'med': 10.0, 'q3': 13.0, 'whishi': 18, 'fliers': []}","{'points': [0.5167, 0.0333]}",27
65296351,-1,11.0,,11.0,11.0,,,{},{'points': [11]},{'points': []},1
65296351,1,4.0,,4.0,4.0,,,{},{'points': [4]},{'points': []},1
65296351,0,11.0,"(9.0, 13.0)",16.0,2.0,0.1833,,"{'(65288875, 65296351, 0)': 1}","{'whislo': 2, 'q1': 10.0, 'med': 11.0, 'q3': 13.0, 'whishi': 16, 'fliers': [2]}",{'points': [0.1833]},13
65296351,2,9.0,"(7.46, 11.21)",16.0,0.0,0.4444666666666666,"(-0.68, 1.57)","{'(65288875, 65296351, 0)': 1, '(65296351, 65288875, 0)': 2}","{'whislo': 0, 'q1': 6.25, 'med': 10.0, 'q3': 13.0, 'whishi': 16, 'fliers': []}","{'points': [0.4, 0.9167, 0.0167]}",30
65296354,-1,7.0,"(2.6, 11.74)",15.0,2.0,,,{},"{'whislo': 2, 'q1': 5.25, 'med': 6.5, 'q3': 7.75, 'whishi': 15, 'fliers': [15]}",{'points': []},6
65296354,1,5.0,,5.0,5.0,,,{},{'points': [5]},{'points': []},1
65296354,0,8.0,"(5.12, 10.48)",17.0,0.0,0.275,"(-0.25, 0.8)","{'(65296354, 65354542, 0)': 2}","{'whislo': 0, 'q1': 4.5, 'med': 8.0, 'q3': 12.0, 'whishi': 16, 'fliers': []}","{'points': [0.3167, 0.2333]}",15
65296354,2,6.0,"(4.34, 7.41)",17.0,0.0,0.2714428571428571,"(0.03, 0.52)","{'(65296351, 65296354, 0)': 2, '(65296354, 65354542, 0)': 2, '(65296354, 65296351, 0)': 2, '(65354542, 65296354, 0)': 1}","{'whislo': 0, 'q1': 0.0, 'med': 6.5, 'q3': 9.0, 'whishi': 17, 'fliers': []}","{'whislo': 0.0167, 'q1': 0.06665, 'med': 0.2167, 'q3': 0.43335, 'whishi': 0.6667, 'fliers': []}",40
65296774,-1,14.0,"(14.0, 14.0)",14.0,14.0,,,{},"{'points': [14, 14, 14]}",{'points': []},3
65296774,1,17.0,,17.0,17.0,,,{},{'points': [17]},{'points': []},1
65296774,0,14.0,"(10.73, 17.02)",20.0,10.0,,,{},"{'whislo': 10, 'q1': 10.75, 'med': 13.0, 'q3': 16.5, 'whishi': 20, 'fliers': []}",{'points': []},8
65296774,2,9.0,"(7.14, 10.62)",20.0,0.0,0.31334,"(-0.02, 0.65)","{'(65327285, 65296774, 0)': 1, '(65336422, 65296774, 0)': 3, '(65296774, 65336422, 0)': 1}","{'whislo': 0, 'q1': 6.0, 'med': 9.0, 'q3': 12.0, 'whishi': 19, 'fliers': []}","{'whislo': 0.0333, 'q1': 0.2167, 'med': 0.2667, 'q3': 0.2833, 'whishi': 0.7667, 'fliers': [0.0333, 0.7667]}",33
65297095,3,8.0,,8.0,8.0,,,{},{'points': [8]},{'points': []},1
65297381,3,0.0,,0.0,0.0,,,{},{'points': [0]},{'points': []},1
65297405,-1,,,,,,,{},{'points': []},{'points': []},0
65297405,1,22.0,"(-10.27, 53.27)",24.0,19.0,,,{},"{'points': [19, 24]}",{'points': []},2
65297405,0,,,,,,,{},{'points': []},{'points': []},0
65297405,2,15.0,"(4.4, 26.0)",22.0,0.0,,,{},"{'whislo': 0, 'q1': 17.0, 'med': 18.0, 'q3': 19.0, 'whishi': 22, 'fliers': [0]}",{'points': []},5
65297465,-1,26.0,"(-31.68, 82.68)",30.0,21.0,,,{},"{'points': [21, 30]}",{'points': []},2
65297465,1,,,,,,,{},{'points': []},{'points': []},0
65297465,0,17.0,"(4.29, 29.71)",18.0,16.0,,,{},"{'points': [18, 16]}",{'points': []},2
65297465,2,13.0,"(8.87, 16.46)",14.0,11.0,,,{},"{'points': [14, 11, 13]}",{'points': []},3
65297486,-1,23.0,,23.0,23.0,,,{},{'points': [23]},{'points': []},1
65297486,1,,,,,,,{},{'points': []},{'points': []},0
65297486,0,20.0,"(-11.27, 52.27)",23.0,18.0,,,{},"{'points': [18, 23]}",{'points': []},2
65297486,2,11.0,"(3.92, 17.28)",22.0,0.0,0.08335000000000001,"(-0.34, 0.51)","{'(65297465, 65297486, 0)': 2}","{'whislo': 0, 'q1': 0.5, 'med': 12.0, 'q3': 19.25, 'whishi': 22, 'fliers': []}","{'points': [0.1167, 0.05]}",10
65297727,3,2.0,"(-17.56, 20.56)",3.0,0.0,,,{},"{'points': [0, 3]}",{'points': []},2
65297832,-1,8.0,"(-87.8, 102.8)",15.0,0.0,4.0,,"{'(65339338, 5433307349, 0)': 1}","{'points': [0, 15]}",{'points': [4.0]},2
65297832,1,,,,,,,{},{'points': []},{'points': []},0
65297832,0,13.0,"(8.27, 18.64)",21.0,0.0,0.2,,"{'(65297832, 65339460, 0)': 1}","{'whislo': 0, 'q1': 10.0, 'med': 17.0, 'q3': 18.5, 'whishi': 21, 'fliers': []}",{'points': [0.2]},11
65297832,2,9.0,"(5.82, 12.32)",23.0,0.0,0.16999999999999998,"(-0.01, 0.35)","{'(65339338, 5433307349, 0)': 2, '(65297832, 65339460, 0)': 3}","{'whislo': 0, 'q1': 0.0, 'med': 7.5, 'q3': 18.25, 'whishi': 23, 'fliers': []}","{'whislo': 0.0167, 'q1': 0.0333, 'med': 0.1667, 'q3': 0.2833, 'whishi': 0.35, 'fliers': []}",28
65298164,-1,,,,,,,{},{'points': []},{'points': []},0
65298164,1,,,,,,,{},{'points': []},{'points': []},0
65298164,0,13.0,"(13.0, 13.0)",13.0,13.0,8.9833,,"{'(65298164, 65297465, 0)': 1}","{'points': [13, 13]}",{'points': [8.9833]},2
65298164,2,18.0,"(16.29, 19.59)",24.0,12.0,0.9167,,"{'(65298164, 65297465, 0)': 1}","{'whislo': 12, 'q1': 16.0, 'med': 18.0, 'q3': 19.0, 'whishi': 24, 'fliers': [24]}",{'points': [0.9167]},17
65298178,-1,,,,,,,{},{'points': []},{'points': []},0
65298178,1,,,,,,,{},{'points': []},{'points': []},0
65298178,0,0.0,"(-0.36, 0.76)",1.0,0.0,0.2333,,"{'(295222775, 766948544, 0)': 1}","{'whislo': 0, 'q1': 0.0, 'med': 0.0, 'q3': 0.0, 'whishi': 1, 'fliers': [1]}",{'points': [0.2333]},5
65298178,2,2.0,"(-0.57, 4.57)",10.0,0.0,0.68335,"(-0.26, 1.63)","{'(295222775, 766948544, 0)': 4}","{'whislo': 0, 'q1': 0.0, 'med': 0.0, 'q3': 1.5, 'whishi': 10, 'fliers': [9, 10]}","{'whislo': 0.0667, 'q1': 0.2542, 'med': 0.65835, 'q3': 1.0875, 'whishi': 1.35, 'fliers': []}",11
65298353,-1,,,,,,,{},{'points': []},{'points': []},0
65298353,1,11.0,"(4.56, 16.77)",17.0,0.0,,,{},"{'whislo': 0, 'q1': 9.75, 'med': 12.5, 'q3': 13.0, 'whishi': 17, 'fliers': [0]}",{'points': []},6
65298353,0,10.0,,10.0,10.0,,,{},{'points': [10]},{'points': []},1
65298353,2,8.0,"(5.35, 11.18)",17.0,0.0,0.2722333333333333,"(-0.44, 0.98)","{'(65292419, 65298353, 0)': 1, '(65298353, 65332164, 0)': 2}","{'whislo': 0, 'q1': 2.5, 'med': 8.0, 'q3': 13.5, 'whishi': 17, 'fliers': []}","{'points': [0.0667, 0.6, 0.15]}",19
65298398,-1,,,,,,,{},{'points': []},{'points': []},0
65298398,1,14.0,"(6.74, 21.92)",17.0,11.0,,,{},"{'points': [11, 17, 15]}",{'points': []},3
65298398,0,,,,,,,{},{'points': []},{'points': []},0
65298398,2,12.0,"(3.74, 19.59)",20.0,0.0,0.24164999999999998,"(-0.92, 1.41)","{'(10946845801, 65298398, 0)': 1, '(65298398, 10946845801, 0)': 1}","{'whislo': 0, 'q1': 8.25, 'med': 11.5, 'q3': 17.75, 'whishi': 20, 'fliers': []}","{'points': [0.15, 0.3333]}",6
65299118,3,18.0,"(16.38, 20.29)",22.0,17.0,0.0833,,"{'(65299118, 65300056, 0)': 1}","{'whislo': 17, 'q1': 17.25, 'med': 18.0, 'q3': 18.0, 'whishi': 22, 'fliers': [22]}",{'points': [0.0833]},6
65299327,-1,4.0,"(-13.21, 21.21)",12.0,0.0,,,{},"{'points': [0, 12, 0]}",{'points': []},3
65299327,1,8.0,,8.0,7.0,0.2333,,"{'(65299327, 4019577207, 0)': 1}",{'points': [8]},{'points': [0.2333]},1
65299327,0,8.0,"(-2.01, 17.51)",15.0,0.0,,,{},"{'whislo': 0, 'q1': 6.0, 'med': 8.0, 'q3': 9.75, 'whishi': 15, 'fliers': [0]}",{'points': []},4
65299327,2,8.0,"(5.55, 11.32)",22.0,0.0,0.25666,"(0.05, 0.46)","{'(4019577207, 65299327, 0)': 1, '(65299327, 4019577207, 0)': 4}","{'whislo': 0, 'q1': 6.0, 'med': 8.0, 'q3': 10.0, 'whishi': 22, 'fliers': [22]}","{'whislo': 0.0167, 'q1': 0.2333, 'med': 0.2333, 'q3': 0.3333, 'whishi': 0.4667, 'fliers': [0.0167]}",16
65299429,3,10.0,"(6.54, 14.13)",12.0,9.0,,,{},"{'points': [12, 9, 10]}",{'points': []},3
65299624,3,20.0,,20.0,20.0,,,{},{'points': [20]},{'points': []},1
65300049,-1,,,,,,,{},{'points': []},{'points': []},0
65300049,1,0.0,,0.0,0.0,0.1833,,"{'(10251824554, 65300049, 0)': 1}",{'points': [0]},{'points': [0.1833]},1
65300049,0,4.0,"(-27.27, 36.27)",7.0,0.0,1.0167,,"{'(10251824554, 65300049, 0)': 1}","{'points': [7, 2]}",{'points': [1.0167]},2
65300049,2,3.0,"(1.07, 4.07)",9.0,0.0,0.74332,"(0.32, 1.17)","{'(65300049, 10251824554, 0)': 1, '(65300049, 65300052, 0)': 2, '(65317058, 65300049, 0)': 1, '(10251824554, 65300049, 0)': 1}","{'whislo': 1, 'q1': 1.0, 'med': 3.0, 'q3': 3.5, 'whishi': 5, 'fliers': []}","{'whislo': 0.2167, 'q1': 0.5833, 'med': 0.9333, 'q3': 0.9833, 'whishi': 1.0, 'fliers': []}",7
65300052,-1,3.0,,3.0,3.0,,,{},{'points': [3]},{'points': []},1
65300052,1,,,,,,,{},{'points': []},{'points': []},0
65300052,0,0.0,"(0.0, 0.0)",0.0,0.0,0.0167,,"{'(65300049, 65300052, 0)': 1}","{'points': [0, 0, 0]}",{'points': [0.0167]},3
65300052,2,3.0,"(-0.54, 6.98)",12.0,0.0,0.20666,"(-0.04, 0.46)","{'(65300049, 65300052, 0)': 5}","{'whislo': 0, 'q1': 0.0, 'med': 0.0, 'q3': 4.0, 'whishi': 12, 'fliers': [11, 12]}","{'whislo': 0.0333, 'q1': 0.0667, 'med': 0.15, 'q3': 0.25, 'whishi': 0.5333, 'fliers': [0.5333]}",9
65300054,3,15.0,"(-23.12, 53.12)",18.0,12.0,,,{},"{'points': [12, 18]}",{'points': []},2
65300056,3,21.0,"(19.23, 22.1)",21.0,20.0,,,{},"{'points': [21, 20, 21]}",{'points': []},3
65300059,-1,,,,,,,{},{'points': []},{'points': []},0
65300059,1,16.0,"(-34.82, 66.82)",20.0,12.0,0.05,,"{'(65290217, 65300059, 0)': 1}","{'points': [12, 20]}",{'points': [0.05]},2
65300059,0,16.0,,16.0,16.0,,,{},{'points': [16]},{'points': []},1
65300059,2,5.0,"(-3.14, 13.14)",16.0,0.0,0.53335,"(-5.4, 6.46)","{'(65290217, 65300059, 0)': 2}","{'whislo': 0, 'q1': 0.0, 'med': 4.0, 'q3': 5.0, 'whishi': 16, 'fliers': [16]}","{'points': [0.0667, 1.0]}",5
65300069,3,14.0,"(-4.56, 33.56)",16.0,13.0,0.05,,"{'(65300069, 65300073, 0)': 1}","{'points': [16, 13]}",{'points': [0.05]},2
65300073,3,0.0,"(0.0, 0.0)",0.0,0.0,1.0333,,"{'(65300069, 65300073, 0)': 1}","{'whislo': 0, 'q1': 0.0, 'med': 0.0, 'q3': 0.0, 'whishi': 0, 'fliers': []}",{'points': [1.0333]},5
65300078,3,17.0,"(14.24, 20.26)",20.0,16.0,,,{},"{'whislo': 16, 'q1': 16.0, 'med': 16.5, 'q3': 17.75, 'whishi': 20, 'fliers': []}",{'points': []},4
65300080,-1,,,,,,,{},{'points': []},{'points': []},0
65300080,1,10.0,"(-111.21, 130.21)",20.0,0.0,0.05,,"{'(65300080, 65300085, 0)': 1}","{'points': [19, 0]}",{'points': [0.05]},2
65300080,0,,,,,,,{},{'points': []},{'points': []},0
65300080,2,7.0,"(-1.24, 15.24)",18.0,0.0,0.2,,"{'(6375094234, 65300080, 0)': 1}","{'whislo': 0, 'q1': 0.5, 'med': 4.5, 'q3': 13.0, 'whishi': 18, 'fliers': []}",{'points': [0.2]},6
65300085,-1,16.0,,16.0,16.0,,,{},{'points': [16]},{'points': []},1
65300085,1,0.0,,0.0,0.0,,,{},{'points': [0]},{'points': []},1
65300085,0,0.0,"(0.0, 0.0)",0.0,0.0,0.5583,"(-1.03, 2.15)","{'(65300080, 65300085, 0)': 2}","{'points': [0, 0, 0]}","{'points': [0.4333, 0.6833]}",3
65300085,2,5.0,"(0.26, 9.74)",14.0,0.0,0.6291749999999999,"(-0.24, 1.5)","{'(65300080, 65300085, 0)': 3, '(65300085, 65300093, 0)': 1}","{'whislo': 0, 'q1': 0.0, 'med': 0.0, 'q3': 10.0, 'whishi': 14, 'fliers': []}","{'whislo': 0.1, 'q1': 0.187525, 'med': 0.6416999999999999, 'q3': 1.08335, 'whishi': 1.1333, 'fliers': []}",9
65300093,3,14.0,"(12.45, 16.55)",16.0,13.0,,,{},"{'whislo': 13, 'q1': 13.75, 'med': 14.5, 'q3': 15.25, 'whishi': 16, 'fliers': []}",{'points': []},4
65300097,-1,16.0,,16.0,16.0,,,{},{'points': [16]},{'points': []},1
65300097,1,,,,,,,{},{'points': []},{'points': []},0
65300097,0,9.0,"(0.61, 18.06)",13.0,6.0,,,{},"{'points': [13, 6, 9]}",{'points': []},3
65300097,2,8.0,"(3.91, 12.49)",15.0,0.0,0.1667,,"{'(65300093, 65300097, 0)': 1}","{'whislo': 0, 'q1': 2.25, 'med': 9.5, 'q3': 12.75, 'whishi': 15, 'fliers': []}",{'points': [0.1667]},10
65300105,-1,3.0,,3.0,3.0,,,{},{'points': [3]},{'points': []},1
65300105,1,0.0,"(0.0, 0.0)",0.0,0.0,0.05,,"{'(65300097, 65300105, 0)': 1}","{'points': [0, 0]}",{'points': [0.05]},2
65300105,0,15.0,"(11.8, 17.54)",17.0,10.0,0.0833,,"{'(65300097, 65300105, 0)': 1}","{'points': [16, 14, 14]}",{'points': [0.0833]},3
65300105,2,9.0,"(3.81, 13.44)",18.0,0.0,0.11665,"(-0.94, 1.18)","{'(65300105, 65300107, 0)': 1, '(65300097, 65300105, 0)': 1}","{'whislo': 0, 'q1': 5.0, 'med': 10.5, 'q3': 11.0, 'whishi': 18, 'fliers': []}","{'points': [0.2, 0.0333]}",8
65300107,3,10.0,"(2.1, 17.9)",16.0,0.0,0.5,,"{'(65300107, 65334111, 0)': 1}","{'whislo': 0, 'q1': 9.0, 'med': 10.0, 'q3': 15.0, 'whishi': 16, 'fliers': []}",{'points': [0.5]},5
65300475,-1,,,,,,,{},{'points': []},{'points': []},0
65300475,1,,,,,,,{},{'points': []},{'points': []},0
65300475,0,9.0,,9.0,9.0,,,{},{'points': [9]},{'points': []},1
65300475,2,10.0,"(7.57, 11.63)",14.0,5.0,,,{},"{'whislo': 5, 'q1': 8.0, 'med': 9.0, 'q3': 11.75, 'whishi': 14, 'fliers': []}",{'points': []},10
65300486,-1,,,,,,,{},{'points': []},{'points': []},0
65300486,1,,,,,,,{},{'points': []},{'points': []},0
65300486,0,10.0,"(4.15, 16.85)",11.0,10.0,,,{},"{'points': [10, 11]}",{'points': []},2
65300486,2,7.0,"(0.85, 12.29)",14.0,0.0,0.7833,,"{'(258964507, 258964505, 0)': 1}","{'whislo': 0, 'q1': 1.0, 'med': 6.0, 'q3': 12.0, 'whishi': 14, 'fliers': []}",{'points': [0.7833]},7
65300495,-1,,,,,,,{},{'points': []},{'points': []},0
65300495,1,,,,,,,{},{'points': []},{'points': []},0
65300495,0,9.0,"(5.18, 13.57)",16.0,0.0,1.2777666666666667,"(-1.72, 4.27)","{'(65300495, 258964508, 0)': 1, '(65343473, 65300495, 0)': 1, '(65300495, 65343473, 0)': 1}","{'whislo': 2, 'q1': 5.5, 'med': 10.0, 'q3': 13.25, 'whishi': 16, 'fliers': []}","{'points': [0.8, 0.3833, 2.65]}",8
65300495,2,5.0,"(4.04, 6.93)",19.0,0.0,1.0423583333333333,"(0.72, 1.37)","{'(258964508, 258964507, 0)': 8, '(65300495, 65343473, 0)': 8, '(65343473, 65300495, 0)': 5, '(258964508, 65300495, 0)': 2, '(65300495, 65300507, 0)': 1}","{'whislo': 0, 'q1': 3.0, 'med': 4.0, 'q3': 6.0, 'whishi': 19, 'fliers': [13, 15, 19]}","{'whislo': 0.0667, 'q1': 0.5208250000000001, 'med': 0.95, 'q3': 1.3333, 'whishi': 3.0, 'fliers': [3.0, 2.8]}",33
65301525,-1,8.0,"(-12.79, 29.46)",17.0,0.0,,,{},"{'points': [8, 17, 0]}",{'points': []},3
65301525,1,12.0,"(7.82, 16.29)",23.0,0.0,0.29165,"(-2.99, 3.57)","{'(65301525, 65336865, 0)': 1, '(65336865, 65301525, 0)': 1}","{'whislo': 0, 'q1': 3.25, 'med': 15.0, 'q3': 18.75, 'whishi': 23, 'fliers': []}","{'points': [0.55, 0.0333]}",18
65301525,0,6.0,"(-3.46, 14.66)",15.0,0.0,,,{},"{'whislo': 0, 'q1': 0.0, 'med': 1.0, 'q3': 12.0, 'whishi': 15, 'fliers': []}",{'points': []},5
65301525,2,12.0,"(9.85, 14.19)",24.0,0.0,0.5785714285714285,"(0.35, 0.81)","{'(65301525, 2819241004, 0)': 1, '(65301525, 65336865, 0)': 4, '(65336865, 65301525, 0)': 1, '(65287245, 65301525, 0)': 1}","{'whislo': 0, 'q1': 6.5, 'med': 14.0, 'q3': 18.0, 'whishi': 24, 'fliers': []}","{'whislo': 0.1833, 'q1': 0.43335, 'med': 0.65, 'q3': 0.69165, 'whishi': 0.9667, 'fliers': []}",47
65301549,3,8.0,"(-86.8, 103.8)",16.0,1.0,,,{},"{'points': [1, 16]}",{'points': []},2
65301577,-1,,,,,,,{},{'points': []},{'points': []},0
65301577,1,5.0,,5.0,5.0,,,{},{'points': [5]},{'points': []},1
65301577,0,12.0,,12.0,12.0,,,{},{'points': [12]},{'points': []},1
65301577,2,10.0,"(6.68, 13.9)",14.0,3.0,,,{},"{'whislo': 3, 'q1': 9.0, 'med': 12.0, 'q3': 12.5, 'whishi': 14, 'fliers': [3]}",{'points': []},7
65301587,-1,11.0,,11.0,11.0,,,{},{'points': [11]},{'points': []},1
65301587,1,5.0,"(-7.71, 17.71)",11.0,0.0,0.1167,,"{'(65301587, 65312718, 0)': 1}","{'points': [4, 6]}",{'points': [0.1167]},2
65301587,0,8.0,"(-6.01, 21.35)",13.0,2.0,,,{},"{'points': [2, 13, 8]}",{'points': []},3
65301587,2,8.0,"(5.25, 10.75)",17.0,0.0,0.9142714285714286,"(-0.77, 2.6)","{'(65301587, 65312716, 0)': 1, '(65301587, 65312718, 0)': 5, '(65312716, 65301587, 0)': 1}","{'whislo': 0, 'q1': 5.0, 'med': 8.0, 'q3': 10.0, 'whishi': 17, 'fliers': []}","{'whislo': 0.0833, 'q1': 0.1333, 'med': 0.2, 'q3': 0.41664999999999996, 'whishi': 5.0167, 'fliers': [5.0167]}",15
65302139,-1,,,,,,,{},{'points': []},{'points': []},0
65302139,1,18.0,,18.0,17.0,0.05,,"{'(65308721, 65302139, 0)': 1}",{'points': [18]},{'points': [0.05]},1
65302139,0,,,,,,,{},{'points': []},{'points': []},0
65302139,2,1.0,"(-1.05, 2.38)",9.0,0.0,0.5611,"(-0.58, 1.7)","{'(65302139, 65308730, 0)': 3}","{'whislo': 0, 'q1': 0.0, 'med': 0.0, 'q3': 0.0, 'whishi': 4, 'fliers': [4]}","{'points': [0.6, 1.0, 0.0833]}",6
65302394,-1,22.0,,22.0,22.0,,,{},{'points': [22]},{'points': []},1
65302394,1,,,,,,,{},{'points': []},{'points': []},0
65302394,0,16.0,"(13.02, 19.84)",23.0,12.0,,,{},"{'whislo': 12, 'q1': 14.0, 'med': 16.0, 'q3': 18.0, 'whishi': 23, 'fliers': []}",{'points': []},7
65302394,2,17.0,"(14.08, 19.75)",23.0,8.0,,,{},"{'whislo': 8, 'q1': 14.75, 'med': 17.0, 'q3': 21.0, 'whishi': 23, 'fliers': []}",{'points': []},12
65302780,-1,0.0,,0.0,0.0,,,{},{'points': [0]},{'points': []},1
65302780,1,2.0,"(-5.46, 10.46)",10.0,0.0,0.25,,"{'(65302780, 65302782, 0)': 1}","{'whislo': 0, 'q1': 0.0, 'med': 0.0, 'q3': 2.5, 'whishi': 10, 'fliers': [10]}",{'points': [0.25]},4
65302780,0,,,,,,,{},{'points': []},{'points': []},0
65302780,2,3.0,"(0.76, 4.67)",11.0,0.0,2.0777666666666668,"(-4.24, 8.4)","{'(65302782, 65302780, 0)': 2, '(65302780, 65287674, 0)': 1}","{'whislo': 0, 'q1': 0.0, 'med': 1.5, 'q3': 4.0, 'whishi': 11, 'fliers': [11]}","{'points': [4.9833, 0.25, 1.0]}",14
